Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
195697,B000CQC0BE,AHKPZ11JT110F,amazonbuyer,1,1,1,1303948800,"This tastes like CINNAMON OIL, not a traditional chai blend","Wow, was I looking forward to this after the great reviews. I got it today & made a cup right away. What a huge disappointment. The cinnamon oil is overpowering in a very unpleasant way. I cannot taste or smell any other spice. The green tea does come through a bit.<br /><br />I forced myself to finish the cup. I doctored it with extra fresh cardemom and fresh star anise. It was not worth the effort, it was as if I'd never put them in the cup.<br /><br />If you like true chai flavored tea and do not want the cinnamon to overpower your taste buds, this is NOT for you. Stay away from this stuff.<br /><br />Even from the perspective of the cinnamon flavor, this tea is not pleasant. I understand cinnamon is good for lowering blood sugar levels, so if you want to use this as a medicinal tea, I guess this would be acceptable.<br /><br />I can't send this back, so I'll be using it in a pot of boiling water for a cinnamon potpourri. I wouldn't even mix it with my other chai teas as there is just too much cinnamon oil.<br /><br />Stash would have been better off just using the real spices and skipping the oils. Now I am concerned about the green tea chai from Stash. I have some on order and they noted that they included clove oil. I'm hoping it won't taste like a cup of clove water.<br /><br />Very, very disappointed."
560553,B000CQID1K,AMP7TQRWAIE84,"Adrian Cooper ""Letsgo2thestars""",0,14,2,1192579200,Some of the worst stuff on EARTH!,"Only things worse are as follows:<br /><br />Liver<br />Okra<br />Asparagus<br />Brussel Sprouts (SP?)<br />Lemon Marangue pie (SP?)<br />Anything lemon, besides the sodas<br />Horse radish sauce<br />Olives, any color<br />Beefaroni<br />Ravioli<br />Spaghetti in a can<br />And other disgusting foods (BLEH!)<br /><br />2 stars."
359706,B007M832YY,A13K3ZLWAWN1EI,"yogagirl ""grrrl""",0,0,4,1246579200,Very good substitute,"Well the main thing here is that you are trading oil for starch. I found that it had a slightly funny taste at first, but the salt and vinegar flavors are true to form so its a very workable substitute for oily chips. When I eat chips I tend to eat them for the salty flavor, not the oil."
238241,B000HDHZ4E,A39O9QNW9GGOAI,C. Pierce,2,3,5,1188172800,Yummy & Healthy,"My husband loves this soup, but he does add some hot sauce. This is not a bargain price, however. I buy it at Publix in GA for $2.13, including tax."
153266,B00024CW1O,A1UQBNW7XA3M6D,"Jeff P. Wright ""jaume63""",1,1,5,1333065600,No odor or taste - Great product!,"Despite the other reviews, I have been taking these pills for a month now and have had no problem with aftertaste or odor. They are a little large - but easy to go down.<br /><br />Because of the research of coconut oil with Alzheimers [...]  I will be taking these for the rest of my life! They were recommended by my doctor and I would recommend these to anyone that has the Alzheimer's disease in their family!"
5448,B00622CYVI,A3MBLJPEWDWGRQ,Darn good,5,6,1,1338681600,The food was rotten,"Packaging was fine but the baby food were rotten. However, Amazon.com does not let me return it. This is not right!!!! I have put the pic of the food on packaging review page. Buyers should all take a look at it."
236761,B005Y110NQ,A6XGV3KSDG68T,Squishie,3,4,3,1327708800,New taste is disappointing. So is the additional sugar,"These became my favorite meal bars after I purchased a few at a gas station while evacuating during Hurricane Katrina. They were sugar free, and, to me at least, tasted a little like Snickers (or at least how I remembered Snickers tasting; I hadn't had one in a while).<br /><br />Somewhere in there, Kraft changed the formula, adding sugar while still retaining some of the artificial sweeteners. I found the taste to be similar, but not nearly as good. Worst part was a metallic aftertaste.<br /><br />Well, Kraft stopped producing these, and I didn't miss them too much, because they weren't the same. I still checked periodically to see if they would come out again, though. I saw recently that they'd been rereleased, but also that they'd been reformulated yet again. Now they're chewy (they had been crunchy) and are sweetened without artificial sweeteners (they use stevia, a natural sweetener, in addition to more sugar). It has a stronger peanut taste than before, very different from the Kraft bars. At least that metallic taste is gone.<br /><br />I would strongly recommend buying a single box (or single bar if possible) if you want to try these. I used to prefer this flavor to the chocolate South Beach meal bars, but now I prefer the chocolate. The taste of those actually improved with the reformulation. I'd rate the original chocolate peanut butter meal bars 5 stars, the new chocolate meal bars 4 stars, and these new chocolate peanut butter meal bars 3 stars.<br /><br />What I'd really like is for someone to produce 1% cheese slices like Kraft produced under the South Beach name a while back. I only found it at Sam's Club for a short time."
565799,B003NDF1MI,A3ISO5VNV6B8QO,A. Coe,2,2,5,1168473600,Popcorn lovers love this popcorn!,Pops great in the microwave.  Much better than many store brands.  Good product.
551122,B000K9CDV0,A14BMNLF6J5R0L,new momma,12,12,5,1338940800,great tea...horrible customer service,"the tea is great...however NEVER BUY FROM THIS COMPANY SUPPLEMENT WAREHOUSE...HORRIBLE HORRIBLE HORRIBLE TOOK ELEVEN DAYS TO SHIP!!! NOT RECEIVE...SHIP. I LOVE THE TEA AND WHEN THE TIME COMES WILL ORDER AGAIN, NOT FROM THIS PLACE THOUGH. THE TEA IS SMOOTH AND TASTY. I DEF FEEL ITS EFFECTS...VERY CALMING."
362941,B001E5E21S,AG7EF0SVBQOUX,"WriterGirl ""WriterGirl""",5,5,5,1276560000,Full flavored and zesty-really good tea,"What a zesty change from my coffee routine. As I get older, coffee no longer agrees with my stomach. I started drinking pu-ehr tea last year when I traveled to China and it has helped my digestive system a lot. I then searched for it on Amazon because I needed an American supplier and came across this version of the tea. I live in Korea and have tasted their ginger tea which has a bite to it. This tea has the bits of ginger to give the pu-ehr tea a fuller flavor without the bite. It is smooth and mellow, and I love it with honey or sugar in the raw. Highly recommended for serious tea drinkers and those who would like a change from their coffee habits."
471876,B001ELL4OU,A3JRMCXJO47PD9,Kenneth E. Wright,1,1,5,1254009600,Kene B,My sister told me about the product and it is everything she said.  Had good flavor and seasoning.
117966,B000X1Q1G8,A35DEUQS5BTA19,Sherlou,1,2,1,1260576000,Don't waste your money!!!,This stuff is terrible!!!!<br /><br />Better n Peanut Butter is yummy.  Buy that instead.
467894,B000EVOQNC,A2YSQ2KSZ3MWM0,"J. Rauscher ""gummy/gummi bear addict""",0,2,3,1221523200,Somewhat Flat Licorice Wheels,These Licorice Wheels are OK.  Maybe I expected them to be sweeter - like the Twizzler brand.  But they're not.
90270,B001EO69VU,A34WPOE5GNM98Y,mac,0,0,2,1338336000,Too tiny,"These might work well for training, but they are way to tiny for a treat - you have to give them a whole handful. I was disappointed."
416805,B000NMCI8M,AWTILFZ6O9I1Y,cw296,1,2,3,1296432000,Just not there,"The pepermint rounds was not what I was expecting. They were are too sweet and did not have enough pepermint taste. I wanted to try this because it looked like the pepermint balls I got from ""The Pepermint Store"", but the minimum was five pounds and the shipping was a horrendous $14.00 (oh well, live and learn)."
239218,B0038M4DZ0,A2ISKAWUPGGOLZ,M. S. Handley,2,4,1,1310774400,Kitty Junk Food,"We have five cats - one an elderly cat of 15 years, the other four in the 9-11 year range.  The oldest cat was diagnosed a couple of months ago with the beginning stages of chronic kidney disease.  His numbers didn't warrant being on prescription food yet, but we needed to start paying attention to things like protein and phosphorus levels in his food.  Because we have five cats, and some of them are nibblers eating four or five nuggets at a time, we decided to switch them all to an acceptable food for the oldest, so we picked the active longevity because it specifically mentioned kidney support and calories appropriate for less active older cats.<br /><br />Since we made the switch 6 weeks ago, all of the cats have gained weight.  This was fine for the little old guy as he was a bit underweight; not good for the rest of them.  Our other male went from a slightly chunky 18.5 lbs to an obese 21.25 lbs - almost three pounds in 6 weeks!  The 3 females gained between 1.5 to 2 pounds each.  We noticed them making a lot more visits to the food bowl, like they couldn't seem to get full.  We also saw a lessening of coat quality - lots of shedding even though they are brushed regularly (including with a furminator) and one developed bad dandruff.  The stools developed a really bad odor, although I do have to say nobody developed diarrhea which I am grateful for.  Most worrisome was that the lab results on the old guy came back with some of the kidney values of concern having worsened.<br /><br />I am very disgusted with Science Diet - they are actively fooling the public with the nutritional claims on the bags. One of the sites I researched on for chronic renal failure has charts detailing the nutritional breakdown of most of the various foods available.  If you compare the various Science diet formulae that have different health claims on them - the nutritional values for the components listed are all within a tenth of a point or two.  Basically from the nutritional analysis it appears that they are  the same base formula with maybe a slight difference in a vitamin or additive.  With other brands, such as innova or royal canin, there appears to be an actual difference between the different formulae.<br /><br />Now to deal with the weight gain, as well as the other problems we noted, we are switching foods again.  This time we are trying royal canin indoor mature.  Wish us luck."
112189,B000LKV6F2,A285U3BF4AW1J8,kj,0,0,2,1346889600,overcooked,Glennys organic soy crisps have always been my favorite brand until the last few times I've ordered the 6 pack from amazon.  The crisps are overcooked and have a burnt flavorless taste to them. I wind up throwing out most of the bags because they taste like cardboard. I'm given up on Glenny's organic crisps.
